periodode;periodoate;cod_interaguas;tipo_rede;UGRHI;codigo_ponto;status_ponto;data_coleta;hora_coleta;parametro;sinal;valor;unidade;tipo_parametro;sistema_hidrico;tipo_sistema_hidrico;classe;Municipio;uf;inicio_operacao;fim_operacao;Latitude;Longitude;Altitude;Localizacao;Captacao
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;31/01/1996;14:00;Fósforo Total;;0.104;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;13/02/1996;10:40;Fósforo Total;;0.133;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;17/04/1996;15:00;Fósforo Total;;0.065;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;24/07/1996;13:30;Fósforo Total;;0.13;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;21/08/1996;12:00;Fósforo Total;;0.248;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;25/09/1996;12:00;Fósforo Total;;0.14;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;22/10/1996;11:50;Fósforo Total;;0.104;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;20/11/1996;13:00;Fósforo Total;;0.147;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;04/12/1996;12:15;Fósforo Total;;0.182;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;01/01/1997;12:00;Fósforo Total;;0.178;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;01/02/1997;12:00;Fósforo Total;;0.13;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;01/03/1997;12:00;Fósforo Total;;0.095;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;01/04/1997;12:00;Fósforo Total;;0.107;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;01/05/1997;12:00;Fósforo Total;;0.101;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;01/06/1997;12:00;Fósforo Total;;0.077;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;01/07/1997;12:00;Fósforo Total;;0.133;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;01/08/1997;12:00;Fósforo Total;;0.419;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;01/09/1997;12:00;Fósforo Total;;0.487;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;01/10/1997;12:00;Fósforo Total;;0.407;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;01/11/1997;12:00;Fósforo Total;;0.237;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;01/12/1997;12:00;Fósforo Total;;0.236;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;27/01/1998;10:00;Fósforo Total;;0.116;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;02/02/1998;11:20;Fósforo Total;;0.122;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;10/03/1998;10:00;Fósforo Total;;0.178;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;25/05/1998;13:30;Fósforo Total;;0.153;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;16/06/1998;09:15;Fósforo Total;;0.35;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;21/07/1998;10:00;Fósforo Total;;0.535;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;11/08/1998;10:40;Fósforo Total;;0.293;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;01/09/1998;11:30;Fósforo Total;;0.372;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;13/10/1998;10:40;Fósforo Total;;0.215;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;10/11/1998;10:40;Fósforo Total;;0.186;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;01/12/1998;10:15;Fósforo Total;;0.325;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;26/01/1999;10:35;Fósforo Total;;0.136;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;09/03/1999;09:50;Fósforo Total;;0.162;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;18/05/1999;12:00;Fósforo Total;;0.35;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;20/07/1999;11:15;Fósforo Total;;0.137;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;21/09/1999;10:50;Fósforo Total;;0.484;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;23/11/1999;11:10;Fósforo Total;;0.299;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;12/01/2000;11:10;Fósforo Total;;0.064;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;22/03/2000;09:10;Fósforo Total;;0.07;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;10/05/2000;13:00;Fósforo Total;;0.063;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;12/07/2000;11:05;Fósforo Total;;0.547;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;18/09/2000;09:30;Fósforo Total;;0.111;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;22/11/2000;11:10;Fósforo Total;;0.488;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;10/01/2001;11:15;Fósforo Total;;0.108;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;22/03/2001;08:50;Fósforo Total;;0.093;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;15/05/2001;08:35;Fósforo Total;;0.048;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;03/07/2001;10:15;Fósforo Total;;0.331;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;25/09/2001;13:40;Fósforo Total;;0.645;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;28/11/2001;13:15;Fósforo Total;;0.12;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;08/01/2002;10:50;Fósforo Total;;1.52;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;12/03/2002;10:10;Fósforo Total;;0.101;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;14/05/2002;10:04;Fósforo Total;;0.119;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;10/07/2002;10:30;Fósforo Total;;0.289;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;10/09/2002;11:30;Fósforo Total;;0.217;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;19/11/2002;09:45;Fósforo Total;;0.18;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;14/01/2003;09:55;Fósforo Total;;1.93;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
01/01/1974;28/12/2019;166;Rede Básica;10 - SOROCABA/MEDIO TIETE;TIBT02500;Ativo;11/03/2003;09:40;Fósforo Total;;0.048;mg/L;3- Químicos;Braço do Rio Tiete - TIBT;Reservatório (Lêntico);Classe 2;BOTUCATU;SP;01/01/1995;;22 40 41 ;48 15 06 ;460;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;N
